Technischer Schlüssel;Link-ID;Detailnetz-Nr.;VP_von;VP_bis;Von-Station;Bis-Station;Verkehrsrichtung;Verkehrsebene;Straßentyp;StEP-Klasse;OKSTRA-Klasse;RBS-Klasse;Straßenname;Bezirk;Ortsteil;DTVw-2019-Kfz;DTVw-2019-Lkw
654;55590003_55580001;55590003_55580001.01;55590003,00;55580001,00;0,00;169,00;B;0,00;S;III;G;STRA;Bitterfelder Straße;Marzahn-Hellersdorf;Marzahn;17100,00;830,00
655;40520027_40520031;40520027_40520031.01;40520027,00;40520031,00;0,00;119,00;B;0,00;S;III;G;STRA;Konstanzer Straße;Charlottenburg-Wilmersdorf;Wilmersdorf;19400,00;260,00
656;49480020_49480018;49480020_49480018.01;49480020,00;49480018,00;0,00;31,00;B;0,00;S;II;G;STRA;Buschkrugallee;Neukölln;Britz;21900,00;460,00
657;T0022600_41530019;41520005_41530019.01;41520005,00;41530019,00;192,00;278,00;B;0,00;S;IV;G;STRA;Uhlandstraße;Charlottenburg-Wilmersdorf;Charlottenburg;9000,00;110,00
658;29480021_29480006;29480021_29480006.01;29480021,00;29480006,00;0,00;109,00;B;0,00;S;II;G;STRA;Kladower Damm;Spandau;Kladow;11500,00;250,00
659;44570003_44570011;44570003_44570011.01;44570003,00;44570011,00;0,00;188,00;B;0,00;S;II;G;STRA;Müllerstraße;Mitte;Wedding;31100,00;920,00
660;59560012_59560013;59560012_59560013.03;59560012,00;59560013,00;0,00;135,00;B;0,00;S;III;G;STRA;Gothaer Straße;Marzahn-Hellersdorf;Hellersdorf;11500,00;90,00
661;41660009_T0034360;41660009_41650001.01;41660009,00;41650001,00;0,00;66,00;B;0,00;S;II;B;STRA;Berliner Straße;Reinickendorf;Hermsdorf;20400,00;510,00
662;47590047_47590048;47590047_47590048.02;47590047,00;47590048,00;0,00;38,00;B;0,00;S;II;B;STRA;Mühlenstraße;Pankow;Pankow;17300,00;320,00
663;39640055_39640054;39640055_39640054.01;39640055,00;39640054,00;0,00;116,00;B;0,00;S;II;G;STRA;Hermsdorfer Damm;Reinickendorf;Hermsdorf;20100,00;370,00
665;T0043830_45540071;45540042_45540071.01;45540042,00;45540071,00;35,00;80,00;B;0,00;S;III;G;STRA;Wilhelmstraße;Mitte;Mitte;5900,00;160,00
666;62570002_T0040180;62570002_62570003.02;62570002,00;62570003,00;0,00;226,00;B;0,00;S;V;G;BRB;-;Marzahn-Hellersdorf;Hellersdorf;24000,00;970,00
667;45490031_45490030;45490031_45490030.01;45490031,00;45490030,00;0,00;103,00;R;0,00;S;III;G;STRA;Alt-Tempelhof;Tempelhof-Schöneberg;Tempelhof;7400,00;160,00
668;48580041_48580019;48580041_48580019.02;48580041,00;48580019,00;0,00;36,00;B;0,00;S;II;G;STRA;Ostseestraße;Pankow;Prenzlauer Berg;28300,00;1030,00
669;T0039830_58480026;58480023_58480026.01;58480023,00;58480026,00;86,00;179,00;B;0,00;S;III;G;STRA;Gehsener Straße;Treptow-Köpenick;Köpenick;5500,00;180,00
670;52520039_T0107390;52520039_52530034.02;52520039,00;52530034,00;0,00;116,00;B;0,00;S;III;G;STRA;Weitlingstraße;Lichtenberg;Rummelsburg;6800,00;240,00
671;57470002_57470004;57470002_57470004.01;57470002,00;57470004,00;0,00;143,00;B;0,00;S;II;G;STRA;Spindlersfelder Straße;Treptow-Köpenick;Oberschöneweide;44100,00;1730,00
672;T0066370_T0101250;50630031_51630003.01;50630031,00;51630003,00;185,00;322,00;B;0,00;S;II;G;STRA;Karower Damm;Pankow;Blankenburg;10900,00;470,00
673;42450039_42450040;42450039_42450040.01;42450039,00;42450040,00;0,00;111,00;B;0,00;S;II;G;STRA;Kaiser-Wilhelm-Straße;Steglitz-Zehlendorf;Lankwitz;20900,00;690,00
674;41610013_41610009;41610013_41610009.01;41610013,00;41610009,00;0,00;118,00;B;0,00;S;II;G;STRA;Ollenhauerstraße;Reinickendorf;Reinickendorf;19500,00;690,00
675;43500022_43500023;43500022_43500023.01;43500022,00;43500023,00;0,00;114,00;B;0,00;S;I;B;STRA;Sachsendamm;Tempelhof-Schöneberg;Schöneberg;43300,00;940,00
676;T0056830_46530029;46530028_46530029.01;46530028,00;46530029,00;108,00;254,00;B;0,00;S;III;G;STRA;Oranienstraße;Friedrichshain-Kreuzberg;Kreuzberg;13200,00;380,00
677;32450042_32450043;32450042_32450043.01;32450042,00;32450043,00;0,00;595,00;R;0,00;A;I;A;AUBA;A 115 BAB Autobahnzubringer Magdebg/Leipz (Avus);Steglitz-Zehlendorf;Nikolassee;39000,00;3230,00
678;31570017_31570025;31570017_31570025.02;31570017,00;31570025,00;0,00;172,00;B;0,00;S;III;G;STRA;Seegefelder Straße;Spandau;Falkenhagener Feld;11000,00;180,00
679;T0016320_40680023;39690009_40680023.01;39690009,00;40680023,00;88,00;206,00;B;0,00;S;II;B;STRA;Oranienburger Chaussee;Reinickendorf;Frohnau;15700,00;380,00
680;52580003_T0065820;52580003_52590006.02;52580003,00;52590006,00;0,00;153,00;B;0,00;S;II;G;STRA;Hansastraße;Pankow;Weißensee;20500,00;480,00
681;40630010_T0023250;40630010_40630001.01;40630010,00;40630001,00;0,00;91,00;B;0,00;S;III;G;STRA;Gorkistraße;Reinickendorf;Tegel;9600,00;170,00
682;45470003_T0016760;45470003_45480037.03;45470003,00;45480037,00;0,00;112,00;B;0,00;S;III;G;STRA;Ordensmeisterstraße;Tempelhof-Schöneberg;Tempelhof;12300,00;370,00
683;58480033_T0110040;58480033_58480031.01;58480033,00;58480031,00;0,00;21,00;B;0,00;S;II;G;STRA;Mahlsdorfer Straße;Treptow-Köpenick;Köpenick;15600,00;470,00
743;49570026_49570027;49570026_49570027.02;49570026,00;49570027,00;0,00;53,00;B;0,00;S;III;G;STRA;Storkower Straße;Pankow;Prenzlauer Berg;11900,00;530,00
684;50510006_T0007440;50510006_50510008.01;50510006,00;50510008,00;0,00;101,00;R;0,00;S;I;B;STRA;Am Treptower Park;Treptow-Köpenick;Alt-Treptow;24800,00;890,00
685;47540030_T0068300;47540030_47550003.01;47540030,00;47550003,00;0,00;97,00;B;-2,00;S;I;B;STRA;Straßentunnel Alexanderplatz;Mitte;Mitte;32400,00;1420,00
686;T0055540_54500011;54500016_54500011.02;54500016,00;54500011,00;108,00;212,00;B;0,00;S;II;G;STRA;Treskowallee;Lichtenberg;Karlshorst;17800,00;1450,00
687;T0069660_50580023;50580024_50580023.01;50580024,00;50580023,00;128,00;273,00;B;0,00;S;I;B;STRA;Berliner Allee;Pankow;Weißensee;27200,00;1120,00
688;T0002380_45520025;45520004_45520025.01;45520004,00;45520025,00;91,00;176,00;B;0,00;S;II;B;STRA;Mehringdamm;Friedrichshain-Kreuzberg;Kreuzberg;36000,00;1420,00
689;46520006_46520028;46520006_46520028.01;46520006,00;46520028,00;0,00;76,00;B;0,00;S;II;G;STRA;Zossener Straße;Friedrichshain-Kreuzberg;Kreuzberg;27000,00;580,00
690;T0125280_51590023;51590022_51590023.01;51590022,00;51590023,00;62,00;145,00;B;0,00;S;I;B;STRA;Berliner Allee;Pankow;Weißensee;12900,00;750,00
691;T0093320_41520022;41520010_41520022.01;41520010,00;41520022,00;116,00;262,00;B;0,00;S;II;G;STRA;Nachodstraße;Charlottenburg-Wilmersdorf;Wilmersdorf;15600,00;180,00
692;T0054750_50580026;49580051_50580026.01;49580051,00;50580026,00;64,00;95,00;B;0,00;S;I;B;STRA;Berliner Allee;Pankow;Weißensee;25500,00;900,00
693;49580008_49580050;49580008_49580050.01;49580008,00;49580050,00;0,00;50,00;B;0,00;S;III;G;STRA;Roelckestraße;Pankow;Weißensee;14300,00;420,00
694;49580039_49580034;49580039_49580034.02;49580039,00;49580034,00;0,00;163,00;B;0,00;S;IV;G;STRA;Langhansstraße;Pankow;Weißensee;5200,00;160,00
695;47530015_T0012720;47530015_47540008.01;47530015,00;47540008,00;0,00;196,00;B;0,00;S;II;G;STRA;Heinrich-Heine-Straße;Mitte;Mitte;14600,00;500,00
696;T0038770_43640009;43640004_43640009.02;43640004,00;43640009,00;302,00;488,00;B;0,00;S;V;G;STRA;Senftenberger Ring;Reinickendorf;Märkisches Viertel;5200,00;60,00
697;T0136060_49530029;49530037_49530029.01;49530037,00;49530029,00;91,00;239,00;B;0,00;S;II;B;STRA;Warschauer Straße;Friedrichshain-Kreuzberg;Friedrichshain;22500,00;1170,00
698;43570028_43570029;43570028_43570029.02;43570028,00;43570029,00;0,00;328,00;B;0,00;S;II;G;STRA;Luxemburger Straße;Mitte;Wedding;25100,00;670,00
699;51500006_51500007;51500006_51500007.02;51500006,00;51500007,00;0,00;76,00;B;0,00;S;III;G;STRA;Dammweg;Treptow-Köpenick;Plänterwald;13800,00;620,00
700;44440012_44440005;44440012_44440005.01;44440012,00;44440005,00;0,00;159,00;B;0,00;S;III;G;STRA;Belßstraße;Tempelhof-Schöneberg;Marienfelde;8800,00;120,00
701;T0058180_30490008;29480033_30490008.01;29480033,00;30490008,00;599,00;847,00;B;0,00;S;II;G;STRA;Kladower Damm;Spandau;Kladow;11100,00;370,00
702;48640058_48640057;48640058_48640057.01;48640058,00;48640057,00;0,00;128,00;B;0,00;S;III;G;STRA;Rosenthaler Weg;Pankow;Französisch Buchholz;13400,00;600,00
961;52440042_52440035;52440042_52440035.01;52440042,00;52440035,00;0,00;67,00;B;0,00;S;II;G;STRA;Stubenrauchstraße;Neukölln;Rudow;25000,00;910,00
703;T0095000_42430036;42430037_42430036.01;42430037,00;42430036,00;75,00;160,00;B;0,00;S;II;G;STRA;Hildburghauser Straße;Tempelhof-Schöneberg;Marienfelde;16700,00;370,00
704;41480005_41470004;41480005_41470004.02;41480005,00;41470004,00;0,00;69,00;B;0,00;S;II;G;STRA;Albrechtstraße;Steglitz-Zehlendorf;Steglitz;15500,00;200,00
705;T0092470_46520007;46520006_46520007.02;46520006,00;46520007,00;141,00;209,00;B;0,00;S;II;G;STRA;Blücherstraße;Friedrichshain-Kreuzberg;Kreuzberg;21300,00;370,00
706;29570038_29570024;29570038_29570024.01;29570038,00;29570024,00;0,00;133,00;B;0,00;S;II;G;STRA;Klosterbuschweg;Spandau;Staaken;15800,00;320,00
707;T0085492_47550058;47550057_47550058.01;47550057,00;47550058,00;34,00;158,00;R;0,00;S;I;B;STRA;Alexanderstraße;Mitte;Mitte;15800,00;540,00
708;38470045_38470046;38470045_38470046.01;38470045,00;38470046,00;0,00;64,00;B;0,00;S;III;G;STRA;Thielallee;Steglitz-Zehlendorf;Dahlem;5700,00;110,00
709;47600009_47600043;47600009_47600043.01;47600009,00;47600043,00;0,00;71,00;R;0,00;S;II;G;STRA;Breite Straße;Pankow;Pankow;11500,00;310,00
710;41470012_42470014;41470012_42470014.01;41470012,00;42470014,00;0,00;144,00;B;0,00;S;II;G;STRA;Steglitzer Damm;Steglitz-Zehlendorf;Steglitz;28100,00;560,00
711;64420032_64420034;64420032_64420034.01;64420032,00;64420034,00;0,00;29,00;B;0,00;S;II;G;STRA;Gosener Damm;Treptow-Köpenick;Müggelheim;7700,00;150,00
712;T0015080_46520046;46520039_46520046.01;46520039,00;46520046,00;70,00;154,00;R;0,00;S;II;G;STRA;Gitschiner Straße;Friedrichshain-Kreuzberg;Kreuzberg;13300,00;460,00
713;T0026980_T0128590;42490031_43490003.01;42490031,00;43490003,00;60,00;264,00;B;0,00;S;IV;G;STRA;Vorarlberger Damm;Tempelhof-Schöneberg;Schöneberg;4100,00;70,00
714;34570001_T0064920;34570001_34570002.01;34570001,00;34570002,00;0,00;188,00;B;0,00;S;II;G;STRA;Am Juliusturm;Spandau;Haselhorst;51700,00;2040,00
715;41520012_41530025;41520012_41530025.01;41520012,00;41530025,00;0,00;104,00;B;0,00;S;II;G;STRA;Joachimsthaler Straße;Charlottenburg-Wilmersdorf;Wilmersdorf;22400,00;500,00
716;61550024_61550031;61550024_61550031.01;61550024,00;61550031,00;0,00;165,00;B;0,00;S;II;G;STRA;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;14000,00;460,00
717;47530013_47530002;47530013_47530002.01;47530013,00;47530002,00;0,00;193,00;R;0,00;S;IV;G;STRA;Bethaniendamm;Mitte;Mitte;3700,00;80,00
718;61470027_61470014;61470027_61470014.02;61470027,00;61470014,00;0,00;78,00;B;0,00;S;IV;G;STRA;Bölschestraße;Treptow-Köpenick;Friedrichshagen;7600,00;150,00
719;45490033_T0125010;45490033_45500026.02;45490033,00;45500026,00;0,00;108,00;B;0,00;S;II;B;STRA;Tempelhofer Damm;Tempelhof-Schöneberg;Tempelhof;43400,00;1500,00
720;43600009_43600020;43600009_43600020.01;43600009,00;43600020,00;0,00;153,00;B;0,00;S;III;G;STRA;Emmentaler Straße;Reinickendorf;Reinickendorf;14600,00;280,00
721;42550024_42550006;42550024_42550006.01;42550024,00;42550006,00;0,00;76,00;B;0,00;S;IV;G;STRA;Thusnelda-Allee;Mitte;Moabit;4700,00;130,00
722;38550025_38550022;38550025_38550022.01;38550025,00;38550022,00;0,00;146,00;B;0,00;S;II;G;STRA;Spandauer Damm;Charlottenburg-Wilmersdorf;Westend;43500,00;2680,00
723;28580006_28580007;28580006_28580007.01;28580006,00;28580007,00;0,00;240,00;B;0,00;S;III;G;STRA;Seegefelder Weg;Spandau;Staaken;10100,00;210,00
724;53590029_53590028;53590029_53590028.02;53590029,00;53590028,00;0,00;74,00;B;0,00;S;III;G;STRA;Malchower Weg;Lichtenberg;Alt-Hohenschönhausen;16300,00;770,00
725;T0018090_53550001;53550003_53550001.01;53550003,00;53550001,00;195,00;387,00;B;0,00;S;III;G;STRA;Siegfriedstraße;Lichtenberg;Lichtenberg;13500,00;680,00
726;40450004_T0006621;40450004_40460014.01;40450004,00;40460014,00;0,00;116,00;R;0,00;S;II;G;STRA;Hindenburgdamm;Steglitz-Zehlendorf;Lichterfelde;15300,00;390,00
727;45490005_T0055450;45490005_45490011.01;45490005,00;45490011,00;0,00;119,00;B;0,00;S;III;G;STRA;Germaniastraße;Tempelhof-Schöneberg;Tempelhof;9800,00;270,00
728;40630028_41630018;40630028_41630018.01;40630028,00;41630018,00;0,00;115,00;B;0,00;S;III;G;STRA;Gorkistraße;Reinickendorf;Wittenau;7700,00;120,00
729;43590022_T0084120;43590022_44590003.01;43590022,00;44590003,00;0,00;222,00;B;0,00;S;II;G;STRA;Seestraße;Mitte;Wedding;39000,00;2270,00
730;48630068_48630072;48630068_48630072.02;48630068,00;48630072,00;0,00;24,00;B;0,00;S;III;G;STRA;Pasewalker Straße;Pankow;Französisch Buchholz;12500,00;400,00
731;52680002_T0068820;52680002_52680001.01;52680002,00;52680001,00;0,00;283,00;B;0,00;S;II;G;STRA;Wiltbergstraße;Pankow;Buch;9800,00;200,00
732;T0140600_58480009;58470015_58480009.01;58470015,00;58480009,00;22,00;69,00;B;0,00;S;II;G;STRA;Bahnhofstraße;Treptow-Köpenick;Köpenick;16800,00;530,00
733;48510002_48510027;48510002_48510027.02;48510002,00;48510027,00;0,00;51,00;B;0,00;S;II;G;STRA;Kottbusser Damm;Friedrichshain-Kreuzberg;Kreuzberg;23400,00;660,00
734;T0000260_42530049;42530001_42530049.01;42530001,00;42530049,00;234,00;337,00;R;0,00;S;II;G;STRA;An der Urania;Tempelhof-Schöneberg;Schöneberg;23700,00;510,00
735;38510032_T0012270;38510032_38510034.01;38510032,00;38510034,00;0,00;172,00;B;0,00;S;II;G;STRA;Hubertusallee;Charlottenburg-Wilmersdorf;Grunewald;16300,00;410,00
736;47460025_47460055;47460025_47460055.01;47460025,00;47460055,00;0,00;27,00;B;0,00;S;II;G;STRA;Mohriner Allee;Neukölln;Britz;14000,00;340,00
737;34450028_34450027;34450028_34450027.02;34450028,00;34450027,00;0,00;212,00;B;0,00;S;II;G;STRA;Lindenthaler Allee;Steglitz-Zehlendorf;Zehlendorf;16500,00;210,00
738;T0011760_38460025;38460028_38460025.01;38460028,00;38460025,00;75,00;173,00;B;0,00;S;III;G;STRA;Dahlemer Weg;Steglitz-Zehlendorf;Zehlendorf;16800,00;280,00
739;45560005_45560006;45560005_45560006.01;45560005,00;45560006,00;0,00;82,00;B;0,00;S;III;G;STRA;Chausseestraße;Mitte;Mitte;12100,00;500,00
740;41530001_41530026;41530001_41530026.01;41530001,00;41530026,00;0,00;81,00;B;0,00;S;II;G;STRA;Joachimsthaler Straße;Charlottenburg-Wilmersdorf;Charlottenburg;23200,00;540,00
741;45460002_45460003;45460002_45460003.01;45460002,00;45460003,00;0,00;163,00;G;0,00;S;II;B;STRA;Alt-Mariendorf;Tempelhof-Schöneberg;Mariendorf;17900,00;770,00
742;30580017_31580021;30580017_31580021.01;30580017,00;31580021,00;0,00;145,00;B;0,00;S;II;G;STRA;Falkenseer Chaussee;Spandau;Falkenhagener Feld;25500,00;880,00
744;46610036_T0040200;46610036_46610041.01;46610036,00;46610041,00;0,00;362,00;B;0,00;S;III;G;STRA;Hermann-Hesse-Straße;Pankow;Niederschönhausen;9500,00;370,00
745;49540014_49540013;49540014_49540013.01;49540014,00;49540013,00;0,00;221,00;B;0,00;S;III;G;STRA;Straße der Pariser Kommune;Friedrichshain-Kreuzberg;Friedrichshain;15500,00;410,00
746;T0020750_49650006;48650021_49650006.03;48650021,00;49650006,00;135,00;239,00;B;0,00;S;III;G;STRA;Bucher Straße;Pankow;Französisch Buchholz;10300,00;410,00
747;T0021710_54440018;54440003_54440018.02;54440003,00;54440018,00;193,00;588,00;B;0,00;S;III;G;STRA;Rudower Straße;Treptow-Köpenick;Altglienicke;9600,00;270,00
748;T0081130_58480006;58480005_58480006.01;58480005,00;58480006,00;113,00;236,00;B;0,00;S;V;G;STRA;Alte Kaulsdorfer Straße;Treptow-Köpenick;Köpenick;6200,00;130,00
749;T0049360_44480028;44470004_44480028.01;44470004,00;44480028,00;49,00;100,00;B;0,00;S;II;G;STRA;Manteuffelstraße;Tempelhof-Schöneberg;Tempelhof;28000,00;740,00
750;33570010_33570072;33570010_33570072.01;33570010,00;33570072,00;0,00;91,00;B;0,00;S;II;G;STRA;Am Juliusturm;Spandau;Haselhorst;53600,00;2320,00
751;T0014530_46520046;46520024_46520046.01;46520024,00;46520046,00;64,00;136,00;G;0,00;S;II;G;STRA;Gitschiner Straße;Friedrichshain-Kreuzberg;Kreuzberg;15100,00;410,00
752;38490027_38490029;38490027_38490029.01;38490027,00;38490029,00;0,00;29,00;G;0,00;S;III;G;STRA;Platz am Wilden Eber;Charlottenburg-Wilmersdorf;Schmargendorf;10700,00;110,00
753;33560026_T0002540;33560026_33560029.02;33560026,00;33560029,00;0,00;106,00;B;0,00;S;II;G;STRA;Ruhlebener Straße;Spandau;Wilhelmstadt;35800,00;1890,00
754;56580014_56580008;56580014_56580008.02;56580014,00;56580008,00;0,00;177,00;B;0,00;S;III;G;STRA;Bitterfelder Straße;Marzahn-Hellersdorf;Marzahn;14300,00;730,00
755;37440028_37440029;37440028_37440029.01;37440028,00;37440029,00;0,00;366,00;B;0,00;S;III;G;STRA;Dahlemer Weg;Steglitz-Zehlendorf;Zehlendorf;11400,00;310,00
756;45580007_45580008;45580007_45580008.01;45580007,00;45580008,00;0,00;106,00;B;0,00;S;II;G;STRA;Badstraße;Mitte;Gesundbrunnen;27300,00;900,00
757;52680003_52670001;52680003_52670001.03;52680003,00;52670001,00;0,00;124,00;B;0,00;S;II;G;STRA;Wiltbergstraße;Pankow;Buch;11700,00;640,00
758;T0124780_53470035;53460060_53470035.01;53460060,00;53470035,00;162,00;327,00;B;0,00;S;III;G;STRA;Sterndamm;Treptow-Köpenick;Johannisthal;14100,00;440,00
759;T0004080_37480010;37480004_37480010.01;37480004,00;37480010,00;386,00;499,00;B;0,00;S;II;G;STRA;Clayallee;Steglitz-Zehlendorf;Dahlem;33700,00;460,00
832;56450006_56450026;56450006_56450026.02;56450006,00;56450026,00;0,00;59,00;B;0,00;S;IV;G;STRA;Dörpfeldstraße;Treptow-Köpenick;Adlershof;13300,00;250,00
760;38550008_38550007;38550008_38550007.02;38550008,00;38550007,00;0,00;232,00;B;0,00;S;V;G;VWEG;Sophie-Charlotten-Straße;Charlottenburg-Wilmersdorf;Charlottenburg;5800,00;270,00
761;49450037_50450012;49450037_50450012.01;49450037,00;50450012,00;0,00;117,00;B;0,00;S;III;G;STRA;Fritz-Erler-Allee;Neukölln;Gropiusstadt;17300,00;260,00
762;T0001300_T0062290;49540015_49540029.01;49540015,00;49540029,00;235,00;583,00;B;0,00;S;I;B;STRA;Karl-Marx-Allee;Friedrichshain-Kreuzberg;Friedrichshain;47700,00;1290,00
763;41520002_41520006;41520002_41520006.01;41520002,00;41520006,00;0,00;122,00;B;0,00;S;II;G;STRA;Lietzenburger Straße;Charlottenburg-Wilmersdorf;Charlottenburg;25300,00;260,00
764;28570013_28570014;28570013_28570014.02;28570013,00;28570014,00;0,00;46,00;B;0,00;S;III;G;STRA;Nennhauser Damm;Spandau;Staaken;5200,00;150,00
765;38490027_38490025;38490027_38490025.01;38490027,00;38490025,00;0,00;59,00;R;0,00;S;III;G;STRA;Platz am Wilden Eber;Charlottenburg-Wilmersdorf;Schmargendorf;9600,00;170,00
766;47600034_47600051;47600034_47600051.02;47600034,00;47600051,00;0,00;174,00;B;0,00;S;III;G;STRA;Breite Straße;Pankow;Pankow;16900,00;460,00
767;34590060_34590056;34590060_34590056.04;34590060,00;34590056,00;0,00;118,00;B;0,00;S;IV;G;STRA;Hugo-Cassirer-Straße;Spandau;Hakenfelde;2700,00;50,00
768;48560029_48560030;48560029_48560030.01;48560029,00;48560030,00;0,00;142,00;B;0,00;S;I;B;STRA;Greifswalder Straße;Pankow;Prenzlauer Berg;29800,00;670,00
769;38500023_38490015;38500023_38490015.01;38500023,00;38490015,00;0,00;246,00;B;0,00;S;III;G;STRA;Rheinbabenallee;Charlottenburg-Wilmersdorf;Schmargendorf;7900,00;280,00
770;46520014_46520022;46520014_46520022.02;46520014,00;46520022,00;0,00;252,00;B;0,00;S;III;G;STRA;Lindenstraße;Friedrichshain-Kreuzberg;Kreuzberg;23900,00;400,00
771;T0026880_65490001;64480001_65490001.01;64480001,00;65490001,00;437,00;622,00;B;0,00;S;III;G;STRA;Schöneicher Landstraße;Treptow-Köpenick;Rahnsdorf;6400,00;210,00
772;T0117100_44530051;44540048_44530051.02;44540048,00;44530051,00;646,00;822,00;R;-2,00;S;II;B;STRA;Tunnel Tiergarten Hauptfb zw Ausf Kemper Platz u Einf VSZ DB;Mitte;Tiergarten;16100,00;510,00
773;60560043_60560042;60560043_60560042.01;60560043,00;60560042,00;0,00;82,00;B;0,00;S;II;G;STRA;Riesaer Straße;Marzahn-Hellersdorf;Hellersdorf;16100,00;230,00
774;T0042960_28430020;28430043_28430020.03;28430043,00;28430020,00;48,00;80,00;R;0,00;S;III;G;STRA;Wilhelmplatz;Steglitz-Zehlendorf;Wannsee;2500,00;30,00
775;31580022_31580024;31580022_31580024.01;31580022,00;31580024,00;0,00;224,00;B;0,00;S;II;G;STRA;Falkenseer Chaussee;Spandau;Falkenhagener Feld;25500,00;880,00
776;34590008_34590007;34590008_34590007.01;34590008,00;34590007,00;0,00;85,00;B;0,00;S;II;G;STRA;Daumstraße;Spandau;Haselhorst;12600,00;430,00
777;49480018_49480021;49480018_49480021.01;49480018,00;49480021,00;0,00;130,00;B;0,00;S;II;G;STRA;Buschkrugallee;Neukölln;Britz;21900,00;460,00
778;40520003_T0007620;40520003_40530028.01;40520003,00;40530028,00;0,00;34,00;B;0,00;S;III;G;STRA;Olivaer Platz;Charlottenburg-Wilmersdorf;Charlottenburg;27100,00;240,00
779;36450051_37450034;36450051_37450034.01;36450051,00;37450034,00;0,00;118,00;B;0,00;S;III;G;STRA;Mühlenstraße;Steglitz-Zehlendorf;Zehlendorf;10300,00;140,00
780;54610026_54610025;54610026_54610025.03;54610026,00;54610025,00;0,00;157,00;B;0,00;S;III;G;STRA;Ernst-Barlach-Straße;Lichtenberg;Neu-Hohenschönhausen;6700,00;140,00
781;58440033_58440020;58440033_58440020.01;58440033,00;58440020,00;0,00;135,00;B;0,00;S;III;G;STRA;Regattastraße;Treptow-Köpenick;Grünau;8400,00;460,00
782;45530014_T0020540;45530014_45530015.02;45530014,00;45530015,00;0,00;157,00;B;0,00;S;III;G;STRA;Anhalter Straße;Friedrichshain-Kreuzberg;Kreuzberg;12600,00;270,00
783;T0118200_54480042;54480039_54480042.01;54480039,00;54480042,00;60,00;111,00;B;0,00;S;III;G;STRA;Wilhelminenhofstraße;Treptow-Köpenick;Oberschöneweide;7600,00;320,00
785;58570036_59560011;58570036_59560011.01;58570036,00;59560011,00;0,00;213,00;B;0,00;S;III;G;STRA;Eisenacher Straße;Marzahn-Hellersdorf;Hellersdorf;10000,00;130,00
786;T0019370_36640001;36640020_36640001.01;36640020,00;36640001,00;218,00;341,00;B;0,00;S;III;G;STRA;Heiligenseestraße;Reinickendorf;Tegel;11900,00;250,00
787;40510018_40510014;40510018_40510014.01;40510018,00;40510014,00;0,00;127,00;B;0,00;S;III;G;STRA;Blissestraße;Charlottenburg-Wilmersdorf;Wilmersdorf;11700,00;140,00
788;47600039_47600038;47600039_47600038.01;47600039,00;47600038,00;0,00;122,00;B;0,00;S;IV;G;STRA;Kissingenstraße;Pankow;Pankow;6100,00;110,00
789;45600032_45600045;45600032_45600045.01;45600032,00;45600045,00;0,00;42,00;B;0,00;S;III;G;STRA;Provinzstraße;Reinickendorf;Reinickendorf;10300,00;330,00
790;34590001_T0043230;34590001_34580001.01;34590001,00;34580001,00;0,00;450,00;B;0,00;S;II;G;STRA;Daumstraße;Spandau;Haselhorst;9800,00;440,00
